speed_y	speed_x	thw	timestamp	distan	thw2	gun	a_y	a_z	brake	position_x	position_y	front	a_x	speed	steer	drive-status	distan	obs-thw	obs-speed	ttc
-1.639720	-1.686313	2.21191821168	1533173672.078672	5.19173269257	2.21190789118	23.413443	0.608777	0.118192	14.027618	470803.138283	4399216.958469	136.096324	-0.188524	2.352092	31.808510	1.000000	-35.0900275543	-1.45540723538	24.1101093229	3.66732544706
-1.642929	-1.687063	2.19708083612	1533173672.083672	5.16771544945	2.1970719893	23.389029	0.605540	-0.033479	14.122225	470803.129681	4399216.950059	136.137680	-0.179633	2.354867	31.829786	1.000000	-35.1563629122	-1.46124678952	24.0591549384	3.65832762564
-1.648553	-1.688575	2.18938396317	1533173672.093672	5.1556853833	2.18937433974	23.389029	0.584525	-0.273849	14.122225	470803.112465	4399216.933195	136.220458	-0.203053	2.359875	31.829786	1.000000	-35.2225289081	-1.46726341647	24.0055933467	3.65664737964
-1.654918	-1.690583	2.17452473232	1533173672.103672	5.13158589824	2.17451597998	23.547722	0.573977	-0.083320	14.119173	470803.095234	4399216.916274	136.304453	-0.266709	2.365760	31.872341	1.000000	-35.2885250032	-1.47343260633	23.9498738195	3.64795733865
-1.660328	-1.691557	2.15890730938	1533173672.113672	5.10743579287	2.15889853276	23.547722	0.502975	-0.112089	14.119173	470803.077988	4399216.899291	136.388085	-0.300468	2.370243	31.872341	1.000000	-35.2885250032	-1.47343260633	23.9498738195	3.63233991571
-1.667301	-1.692675	2.14461325708	1533173672.123672	5.08323152068	2.14460353672	23.535515	0.477449	-0.045744	14.102388	470803.060732	4399216.882249	136.471551	-0.366117	2.375930	31.872341	1.000000	-35.387175486	-1.4825706625	23.868795182	3.62718391958
-1.672445	-1.692906	2.12927131431	1533173672.133672	5.05897869966	2.12926252022	23.535515	0.461586	0.093944	14.102388	470803.043466	4399216.865146	136.554066	-0.377258	2.379706	31.872341	1.000000	-35.4863599551	-1.49232840767	23.7791894685	3.62159972198
-1.682133	-1.695484	2.11568175184	1533173672.148672	5.03467587367	2.11567137859	23.509575	0.629819	0.084981	14.094759	470803.017547	4399216.839376	136.680024	-0.280510	2.388355	31.936171	1.000000	-35.584023177	-1.50196146928	23.6917017545	3.61764322112
-1.689008	-1.697720	2.10304213076	1533173672.158672	4.99812607929	2.09270651946	23.509575	0.590596	-0.324951	14.094759	470802.998793	4399216.824140	136.761866	-0.211596	2.394786	31.936171	1.000000	-35.6164839095	-1.50498651701	23.6656498294	3.60802864777
-1.695494	-1.698887	2.07710638033	1533173672.168672	4.9739631283	2.07699691258	23.471428	0.528504	0.002910	14.094759	470802.981600	4399216.806680	136.846069	-0.366522	2.400191	31.978724	1.000000	-35.7135944816	-1.51470163013	23.5779732267	3.59180801046
-1.702625	-1.699857	2.06221987758	1533173672.178672	4.94945902984	2.06211048614	23.471428	0.310878	0.098638	14.094759	470802.964399	4399216.789156	136.930594	-0.375076	2.405919	31.978724	1.000000	-35.7781413888	-1.52128627051	23.5183489671	3.58350614809
-1.705958	-1.700930	2.04709137307	1533173672.183672	4.92490368447	2.04699480094	23.434805	0.373725	0.130268	14.093232	470802.955795	4399216.780369	136.973262	-0.402802	2.409036	32.021278	1.000000	-35.8103530547	-1.52466082248	23.487422597	3.57175219555
-1.715411	-1.702149	2.03935304915	1533173672.198672	4.91260570926	2.03924130202	23.434805	0.484302	-0.375273	14.093232	470802.929966	4399216.753915	137.100256	-0.311572	2.416598	32.021278	1.000000	-35.906734125	-1.53426111997	23.4032744867	3.57361416912
-1.720872	-1.703314	2.01765985011	1533173672.208672	4.87563340414	2.01756080413	23.630121	0.715472	0.128717	14.122225	470802.912733	4399216.736200	137.184771	-0.353048	2.421297	32.042553	1.000000	-35.9707360897	-1.54099829335	23.3424892454	3.55865814346
-1.727450	-1.704336	2.0035386198	1533173672.218672	4.85091908641	2.0034382756	23.630121	0.499705	-0.464754	14.122225	470802.895490	4399216.718427	137.270919	-0.250224	2.426694	32.042553	1.000000	-36.0345530919	-1.54766458821	23.2831799386	3.55120320801
