speed_y	speed_x	gun	timestamp	a_z	a_y	a_x	brake	position_x	position_y	front	speed	steer	drive-status	distan	thw	thw2
-1.054197	-4.218321	17.285419	1533173664.268627	-0.006501	-0.092212	-0.452739	14.071870	470812.715533	4399221.899282	105.599405	4.348053	21.127659	1.000000	16.2460248088	3.73411968125	3.73409685579
-1.058545	-4.215064	17.285419	1533173664.278627	0.025163	-0.097344	-0.399457	14.071870	470812.673799	4399221.889040	105.699689	4.345950	21.127659	1.000000	16.1813903796	3.72155912769	3.7215255609
-1.063347	-4.211906	20.036621	1533173664.288627	-0.093041	-0.121530	-0.487540	14.021515	470812.632096	4399221.878750	105.799754	4.344060	21.191490	1.000000	16.138418001	3.71347013982	3.71343848894
-1.068822	-4.208633	20.036621	1533173664.298630	-0.308383	-0.169468	-0.485080	14.021515	470812.590409	4399221.868407	105.901316	4.342231	21.191490	1.000000	16.0954642549	3.70519708791	3.7051661936
-1.074574	-4.205323	19.227894	1533173664.308627	0.080440	-0.236001	-0.633816	14.065766	470812.548636	4399221.858032	106.003422	4.340444	21.191490	1.000000	16.0525133105	3.69688636643	3.69683540801
-1.081516	-4.201275	19.227894	1533173664.318627	-0.158625	-0.246210	-0.691638	14.065766	470812.506890	4399221.847590	106.104949	4.338247	21.191490	1.000000	16.00947119	3.68848865504	3.68844090373
-1.089071	-4.196749	18.178072	1533173664.328627	-0.082694	-0.132365	-0.780394	14.021515	470812.465188	4399221.837074	106.206736	4.335755	21.191490	1.000000	15.9664390639	3.68043425911	3.68038958221
-1.096950	-4.192987	18.178072	1533173664.338627	0.173553	-0.138699	-0.818444	14.021515	470812.423527	4399221.826481	106.308484	4.334102	21.191490	1.000000	15.923431587	3.67262934231	3.67258564819
-1.105205	-4.189122	17.418173	1533173664.348627	0.015239	-0.069807	-0.817551	14.097811	470812.381903	4399221.815806	106.410470	4.332462	21.191490	1.000000	15.8804449544	3.66411091902	3.66406811709
-1.112561	-4.184566	17.418173	1533173664.358627	-0.248327	-0.084613	-0.831308	14.097811	470812.339205	4399221.807944	106.501351	4.329940	21.276596	1.000000	15.8374738827	3.66608057787	3.65553670931
-1.122187	-4.180854	17.418173	1533173664.368627	-0.015906	-0.215703	-0.967727	14.097811	470812.297704	4399221.797110	106.602113	4.328839	21.276596	1.000000	15.7940580994	3.64767564083	3.64763902026
