timestamp	auto-speed	respeed	obsspeed	auto-a-y	auto-a-x	distance	line-distance	line-id	thw	ttc	statu
1530085679.902933	23.3960724	1.5317208	24.9275952	0.309294	0.082522	17.137435	0.052228	-1025001.0	2.63697106699	40.2780754822	1.
1530085679.912933	23.4003096	1.527498	24.9275952	0.21224	0.031867	17.072503	0.053002	-1025001.0	2.62650417241	40.2363936319	1.
1530085679.922933	23.4054828	1.5222888	24.9275952	0.062399	-0.017594	17.007562	0.053774	-1025001.0	2.61593506629	40.2205042828	1.
1530085679.932933	23.4078012	1.5199056	24.9275952	-0.076256	0.033768	16.942613	0.054539	-1025001.0	2.60568715015	40.1297335835	1.
1530085679.942933	23.3927604	1.5350616	24.9275952	-0.100354	-0.017267	16.878187	0.055743	-1025001.0	2.59744776422	39.582433174	1.
1530085679.952933	23.4011808	1.526652	24.9275952	0.137454	-0.012588	16.813443	0.056564	-1025001.0	2.58655301702	39.6478010706	1.
1530085679.962932	23.4049104	1.5228612	24.9275952	0.389845	0.037557	16.7487	0.057093	-1025001.0	2.57618247494	39.5934442351	1.
1530085679.972933	23.417892	1.5097824	24.9275952	0.312181	0.203073	16.683932	0.057609	-1025001.0	2.56479768546	39.7819945444	1.
1530085679.982934	23.4245124	1.6160292	25.040538	0.154336	0.196813	17.291128	0.058104	-1025001.0	2.65738982042	38.5191435897	1.
1530085679.992934	23.428098	1.6124436	25.040538	-0.091129	0.130356	17.22633	0.058588	-1025001.0	2.64702614783	38.4601284659	1.
1530085680.007933	23.433498	1.6070436	25.040538	0.031769	0.053519	17.129112	0.059295	-1025001.0	2.63148093383	38.3715807088	1.
1530085680.012933	23.4628416	1.5777108	25.040538	0.125486	0.050085	17.0956	0.060332	-1025001.0	2.62304801137	39.0085179109	1.
1530085680.027932	23.4735192	1.567026	25.040538	0.326744	0.109553	16.997524	0.061215	-1025001.0	2.60681348538	39.049183868	1.
1530085680.032932	23.4757476	1.5648048	25.040538	0.320877	0.121589	16.964821	0.06151	-1025001.0	2.6015510407	39.0293764436	1.
1530085680.047933	23.4807012	1.5598404	25.040538	0.173137	0.111108	16.866661	0.062195	-1025001.0	2.58595256942	38.9270463824	1.
1530085680.057933	23.485644	1.5548976	25.040538	-0.140808	0.078149	16.801183	0.062376	-1025001.0	2.57537152483	38.8991910464	1.
