timestamp	auto-speed	auto-speed	respeed	obsspeed	auto-a-y	auto-a-x	distance	line-distance	line-id	thw	ttc	statu
1530084976.907972	14.7097872	14.7097872	1.2101904	13.5011448	0.119574	-0.121167	14.340458	0.017342	-1025001.0	3.50961221247	42.659112814	1.
1530084976.917972	14.722308	14.722308	1.0847988	13.6420128	0.36001	0.106773	14.703235	0.017199	-1025001.0	3.59533613887	48.7939754358	1.
1530084976.927972	14.7261132	14.7261132	1.0878624	13.6420128	0.583555	0.251956	14.662402	0.017033	-1025001.0	3.58442492483	48.52143727	1.
1530084976.942972	14.7291012	14.7291012	1.0910916	13.6420128	0.223209	0.320145	14.601687	0.018225	-1025001.0	3.5688581731	48.1775070031	1.
1530084976.947972	14.7239028	14.7239028	1.08603	13.6420128	0.062193	0.159953	14.581292	0.018169	-1025001.0	3.56513160356	48.3344393801	1.
1530084976.957972	14.7363444	14.7363444	1.0984248	13.6420128	-0.218496	-0.05624	14.540488	0.018058	-1025001.0	3.55215346351	47.6552940174	1.
1530084976.967972	14.749362	14.749362	1.1114208	13.6420128	0.032047	-0.05764	14.499655	0.017947	-1025001.0	3.53905192645	46.9657918945	1.
1530084976.977972	14.7594564	14.7594564	1.1218032	13.6420128	0.340727	-0.070243	14.458796	0.017844	-1025001.0	3.52666549427	46.3999974327	1.
1530084976.982973	14.7602088	14.7602088	1.1226852	13.6420128	0.438594	-0.071342	14.438351	0.017796	-1025001.0	3.52149920806	46.2979859359	1.
1530084977.002972	14.7793572	14.7793572	1.1424744	13.6420128	0.370047	-0.072354	14.356536	0.017607	-1025001.0	3.49700794836	45.2382386861	1.
1530084977.007977	14.772222	14.772222	1.1246256	13.6706796	0.189736	-0.063184	14.707435	0.018734	-1025001.0	3.58421136644	47.0794600443	1.
1530084977.017972	14.7803832	14.7803832	1.134468	13.6706796	-0.017299	-0.160802	14.666569	0.018558	-1025001.0	3.57227872143	46.5413289753	1.
1530084977.027972	14.7902004	14.7902004	1.1450304	13.6706796	-0.005206	-0.317991	14.625659	0.018404	-1025001.0	3.55994989764	45.9833838473	1.
1530084977.042972	14.795748	14.795748	1.1506212	13.6706796	0.089811	-0.184648	14.564259	0.018185	-1025001.0	3.54367568304	45.5678483935	1.
1530084977.047972	14.7982536	14.7982536	1.153998	13.6706796	0.364366	-0.046475	14.544249	0.01948	-1025001.0	3.53820780582	45.3720859135	1.
1530084977.062972	14.8019832	14.8019832	1.1579112	13.6706796	0.217292	-0.03236	14.48286	0.019277	-1025001.0	3.52238583814	45.0278881489	1.
